customer_id,age,annual_income,credit_score,employment_status,loan_amount,loan_term_months,interest_rate,debt_to_income,state,application_date,default_flag
CUST_001433,57.0,14088.78,725.0,employed,17899.95,48,9.68,1.27,,2020-05-09,0
CUST_001434,36.0,14129.08,703.0,Unknown,22924.48,72,12.96,1.622,MI,2021-12-28,0
CUST_001435,42.0,86118.74,653.0,retired,2809.05,12,9.67,0.033,IL,2020-12-06,0
CUST_001436,49.0,21636.44,740.0,Part-time,96489.47,36,7.48,2.0,OH,2024-08-17,0
CUST_001437,41.0,16358.97,769.0,Employed ,1055.46,60,5.41,0.065,california,2022-05-17,0
CUST_001438,69.0,92157.7,619.0,employed,1469.41,72,6.86,0.016,,2022-01-12,0
CUST_001439,52.0,,705.0,Employed ,1575.13,36,2.84,,TX,2024-06-06,0
CUST_001440,56.0,35774.5,688.0,Employed ,40897.04,96,7.23,1.143,IL,2021-01-17,0
CUST_001441,54.0,23548.39,730.0,Self-Employed,26082.44,36,15.55,1.108,99,2022-07-01,0
CUST_001442,,66580.05,682.0,Student,72277.63,48,8.91,1.086,FL,2024-04-28,0
CUST_001443,47.0,43534.13,676.0,Self-Employed,1377.58,96,9.84,0.032,new york,2024-06-07,0
CUST_001444,25.0,75283.76,589.0,retired,23532.06,24,2.55,0.313,NC,2024-12-21,0
CUST_001445,50.0,13917.13,670.0,Student,15240.06,72,13.0,1.095,new york,2022-09-02,1
CUST_001446,35.0,44040.27,616.0,Part-time,20385.09,72,13.37,0.463,TX,2020-04-03,0
CUST_001447,37.0,39074.95,543.0,Self-Employed,14386.39,24,9.19,0.368,florida,2024-08-24,0
CUST_001448,53.0,,679.0,unemployed,22499.96,96,10.47,,PA,2021-01-11,0
CUST_001449,,15858.05,,part-time,47515.83,72,6.36,2.0,PA,2022-11-28,0
CUST_001450,45.0,33869.17,645.0,retired,17709.11,36,7.62,0.523,FL,2020-08-25,0
CUST_001451,49.0,28773.76,613.0,Retired,45347.42,84,17.12,1.576,FL,2023-02-12,0
CUST_001452,70.0,93331.79,593.0,student,30480.1,60,7.0,0.327,TX,2020-03-25,0
CUST_001453,48.0,70306.93,,Unemployed,40038.36,60,14.36,0.569,TX,2024-03-16,0
CUST_001454,84.0,20974.18,813.0,,21532.18,72,15.07,1.027,Unknown,2023-03-07,0
CUST_001455,53.0,29567.73,620.0,part-time,14621.38,48,9.92,0.494,florida,2020-07-21,0
CUST_001456,18.0,56251.95,749.0,Unemployed,1441.83,12,8.11,0.026,TEXAS,2024-05-18,0
CUST_001457,56.0,61424.64,491.0,,36024.38,60,4.26,0.586,NC,2023-06-06,0
CUST_001458,50.0,93985.31,531.0,part-time,5541.72,72,10.22,0.059,new york,2020-12-26,1
CUST_001459,64.0,,643.0, Employed ,747.0,12,8.55,,,2024-08-23,0
CUST_001460,55.0,41248.0,543.0,Employed ,14640.72,84,8.16,0.355,GA,2024-04-02,0
CUST_001461,42.0,8742.13,687.0,unemployed,20021.49,36,6.97,2.0,ZZ,2020-06-26,0
CUST_001462,26.0,14940.66,678.0,part-time,21684.21,96,9.46,1.451,OH,2023-09-28,0
CUST_001463,41.0,75274.92,645.0,Unemployed,22156.04,84,10.0,0.294,TEXAS,2024-02-22,0
CUST_001464,32.0,15161.52,850.0,Student,21210.29,48,8.39,1.399,california,2020-02-07,0
CUST_001465,36.0,9504.45,686.0,Retired,33025.22,72,12.27,2.0,florida,2021-01-16,0
CUST_001466,53.0,67170.68,707.0,Retired,29338.08,48,8.44,0.437,CA ,2023-12-09,0
CUST_001467,70.0,26482.51,698.0,Employed,33515.19,36,8.02,1.266,OH,2022-04-21,0
CUST_001468,50.0,19227.37,559.0,Part-time,12333.43,36,4.9,0.641,new york,2022-09-01,1
CUST_001469,27.0,11123.41,845.0,Student,1297.57,12,7.83,0.117,NY,2024-07-07,0
CUST_001470,51.0,11187.32,509.0,Student,20409.5,60,8.29,1.824,FL,2021-01-14,0
CUST_001471,62.0,25405.69,678.0,unemployed,4719.88,84,0.64,0.186,MI,2020-07-29,0
CUST_001472,35.0,32435.02,,unemployed,39254.02,72,10.14,1.21, TX,2021-11-12,1
CUST_001473,42.0,98227.64,748.0, Employed ,25578.65,60,11.43,0.26,CA,2020-04-17,0
CUST_001474,45.0,32648.44,618.0,Part-time,29037.57,24,15.54,0.889,NY,2020-10-21,0
CUST_001475,33.0,28095.41,724.0,Employed ,6749.28,12,5.52,0.24,new york,2020-04-23,0
CUST_001476,54.0,28810.64,545.0,Employed ,20050.82,96,8.15,0.696,NC,2024-07-29,0
CUST_001477,43.0,5990.36,817.0,employed,15019.08,48,9.95,2.0,florida,2020-03-13,0
CUST_001478,51.0,24537.89,633.0,PART-TIME,6251.85,12,8.32,0.255,GA,2021-12-22,0
CUST_001479,31.0,60336.55,,Employed ,33450.28,72,6.1,0.554,FL,2021-09-29,0
CUST_001480,38.0,38932.7,586.0,PART-TIME,15968.31,12,3.8,0.41,99,2020-11-13,0
CUST_001481,55.0,67549.62,679.0,Unemployed,4233.89,84,8.73,0.063,TX,2023-04-11,0
CUST_001482,39.0,86298.13,491.0,Unknown,7283.98,36,12.44,0.084,,2024-06-13,0
CUST_001483,70.0,9738.68,738.0,Retired,5152.31,36,8.52,6.129,PA,2020-11-19,0
CUST_001484,39.0,21583.63,590.0, Employed ,7490.96,36,8.3,0.347,NC,2022-08-12,0
CUST_001485,48.0,81084.89,780.0,Unknown,4169.27,96,9.73,0.051,california,2023-02-11,0
CUST_001486,58.0,39494.2,525.0,student,9276.9,96,10.91,0.235,NY,2022-03-24,0
CUST_001487,23.0,32222.15,663.0,Employed ,23682.3,36,9.55,0.735,IL,2020-11-02,0
CUST_001488,18.0,83027.1,705.0,Employed ,64030.26,72,4.54,0.771,PA,2020-12-24,0
CUST_001489,22.0,19276.41,716.0,employed,4728.02,36,9.97,0.245,TX,2024-03-29,0
CUST_001490,63.0,20227.08,598.0, Employed ,7128.63,12,6.49,0.352,CA,2020-04-05,0
CUST_001491,36.0,19192.36,526.0,N/A,43.12,96,6.2,0.002,PA,2020-06-13,1
CUST_001492,83.0,12536.34,604.0,retired,5105.71,36,5.04,0.407,ZZ,2023-10-16,0
CUST_001493,36.0,30414.3,766.0,Student,10841.23,72,8.22,0.356,,2020-08-28,0
CUST_001494,47.0,41953.15,850.0,Retired,12388.17,60,6.78,0.295,ZZ,2023-05-28,0
CUST_001495,68.0,15752.7,487.0,Unemployed,6193.96,60,7.56,0.393,Unknown,2024-12-27,1
CUST_001496,75.0,33331.73,576.0,N/A,3257.98,24,5.31,0.098,Unknown,2022-07-16,0
CUST_001497,75.0,22509.09,476.0,EMPLOYED,16559.63,60,11.36,0.736,new york,2023-12-12,1
CUST_001498,63.0,34152.07,595.0,Unknown,10525.19,24,7.25,0.308,TX,2022-09-08,0
CUST_001499,60.0,115330.27,586.0,Student,11111.78,72,6.18,0.096,NC,2021-06-30,0
CUST_001500,53.0,38904.51,530.0,student,45072.2,60,3.09,1.159,NC,2021-11-25,0
CUST_001501,56.0,39529.09,816.0,self-employed,16485.31,96,13.88,0.417,FL,2023-05-13,0
CUST_001502,36.0,185412.25,764.0,self-employed,9831.55,72,3.53,0.053,new york,2024-07-30,0
CUST_001503,32.0,24199.86,674.0, Employed ,5854.96,48,9.42,0.242,CA ,2023-04-26,0
CUST_001504,44.0,59291.15,638.0,employed,11193.24,24,10.62,0.189,TX,2024-11-01,0
CUST_001505,42.0,23742.7,739.0,part-time,39590.98,84,7.26,1.667,CA,2023-02-16,0
CUST_001506,38.0,68091.11,549.0,Part-time,67105.4,96,9.84,0.986,N/A,2023-05-20,1
CUST_001507,55.0,,673.0,EMPLOYED,9471.58,12,10.09,,GA,2021-12-10,0
CUST_001508,59.0,27781.34,589.0,self-employed,4688.69,36,11.19,0.169,IL,2021-02-07,0
CUST_001509,46.0,23180.94,850.0,Unknown,49189.38,96,10.43,2.0,CA,2021-02-11,1
CUST_001510,67.0,15758.68,514.0,retired,3119.91,24,7.5,0.198,TX,2020-06-25,0
CUST_001511,27.0,6627.19,622.0,Employed ,7058.93,60,7.22,1.065,florida,2023-11-30,0
CUST_001512,42.0,50309.94,520.0,student,4566.79,96,15.06,0.091,TX,2021-09-18,0
CUST_001513,34.0,21818.75,725.0,student,16686.36,12,12.0,0.765,NY,2021-08-22,0
CUST_001514,18.0,29222.59,724.0,Part-time,10506.64,60,6.27,0.36,IL,2021-10-24,0
CUST_001515,43.0,32741.35,,retired,6770.14,12,9.56,0.207,ZZ,2024-04-05,0
CUST_001516,43.0,11240.8,525.0,Employed,29214.16,60,9.76,2.0,,2020-07-26,0
CUST_001517,67.0,26518.25,611.0,Unemployed,21819.83,36,8.44,0.823,florida,2022-06-05,0
CUST_001518,54.0,8696.36,580.0,part-time,108124.62,84,14.12,2.0,OH,2024-02-05,0
CUST_001519,29.0,,656.0,employed,7478.99,48,8.17,,,2023-02-06,0
CUST_001520,72.0,,811.0,Unknown,37322.9,84,8.24,,OH,2020-04-08,0
CUST_001521,63.0,23615.77,,Employed ,7205.27,72,11.13,0.305,FL,2020-07-01,0
CUST_001522,53.0,14500.84,725.0,Retired,181.57,60,5.48,0.013,,2024-06-15,0
CUST_001523,41.0,24535.34,649.0,,3271.51,60,6.81,0.133,99,2022-07-08,0
CUST_001524,30.0,127352.4,850.0,Employed ,14204.67,96,13.2,0.112,TEXAS,2021-06-29,0
CUST_001525,39.0,,661.0,,33215.61,84,8.41,,GA,2023-11-18,0
CUST_001526,61.0,10510.14,722.0, Employed ,1182.53,24,5.93,0.113,TEXAS,2022-09-21,0
CUST_001527,73.0,8429.39,759.0,EMPLOYED,35677.56,36,9.06,2.0,GA,2024-10-17,0
CUST_001528,68.0,26261.07,,EMPLOYED,25180.86,12,8.96,0.959,Unknown,2024-08-04,0
CUST_001529,37.0,69602.81,670.0,student,702.58,24,12.78,0.01,california,2021-09-01,0
CUST_001530,28.0,51679.59,593.0,self-employed,2247.61,36,11.98,0.043,new york,2021-04-29,0
CUST_001531,47.0,87400.16,651.0,,1572.86,36,9.16,0.018,TX,2022-01-21,0
CUST_001532,,60011.73,796.0,Unknown,22725.85,96,13.81,0.379,TX,2024-11-06,1
CUST_001533,49.0,36643.02,766.0,Employed ,16466.47,96,12.58,0.449,TX,2020-06-20,0
CUST_001534,42.0,4391.83,718.0,,8890.1,24,9.64,2.0,TEXAS,2021-11-09,0
CUST_001535,38.0,109960.78,741.0,student,1849.14,72,5.79,0.017,,2024-06-17,0
CUST_001536,21.0,11322.8,, Employed ,9983.92,72,14.23,0.882,ZZ,2020-10-24,0
CUST_001537,52.0,230610.39,744.0,student,22924.97,12,12.56,0.099,MI,2020-04-15,0
CUST_001538,37.0,,634.0,part-time,1961.34,48,4.62,,MI,2022-12-05,0
CUST_001539,27.0,20326.24,486.0,Employed,38840.25,84,6.6,1.911,PA,2020-06-09,1
CUST_001540,18.0,23712.18,833.0,Employed ,1299.49,24,4.23,0.055,california,2024-01-16,0
CUST_001541,,36715.93,629.0,student,18739.76,60,5.06,0.51,NC,2024-08-02,0
CUST_001542,,,755.0,part-time,4193.39,72,12.56,,N/A,2021-05-11,0
CUST_001543,69.0,17892.59,613.0,PART-TIME,1922.28,48,8.79,8.237,NY,2021-06-11,0
CUST_001544,38.0,76695.31,380.0,retired,8769.22,12,6.37,0.114,florida,2024-05-09,0
CUST_001545,,106173.43,642.0,Employed,21987.93,12,10.92,0.207,,2021-03-19,0
CUST_001546,52.0,15000.24,465.0,PART-TIME,2580.61,24,11.19,0.172,new york,2024-02-03,1
CUST_001547,30.0,,725.0,,12913.72,96,12.78,,NY,2022-12-24,0
CUST_001548,,23891.15,627.0,Unknown,10421.13,24,10.45,0.436,FL,2020-02-11,0
CUST_001549,56.0,54267.94,,Employed,11153.25,48,10.55,0.206,ZZ,2021-08-04,0
CUST_001550,63.0,17712.83,673.0,Employed,57440.85,96,5.87,2.0,FL,2020-08-07,0
CUST_001551,43.0,65179.44,546.0,,8585.83,48,8.81,0.132,,2020-01-05,0
CUST_001552,41.0,32642.92,716.0,employed,95659.42,60,8.4,2.0,99,2021-02-28,1
CUST_001553,31.0,24493.52,494.0,Employed ,15460.75,96,0.99,0.631,new york,2022-10-29,0
CUST_001554,32.0,35247.94,619.0,self-employed,36964.17,60,9.65,1.049,new york,2024-09-24,0
CUST_001555,41.0,115326.64,463.0,self-employed,8580.75,72,3.03,0.074,Unknown,2020-02-17,1
CUST_001556,50.0,33671.53,685.0,unemployed,1771.68,60,10.81,0.053,CA,2024-01-14,0
CUST_001557,58.0,45614.72,674.0,Self-Employed,1763.59,48,7.27,0.039,Unknown,2024-12-26,0
CUST_001558,32.0,39023.17,662.0,Employed,17073.33,36,7.32,0.438,OH,2024-11-03,0
CUST_001559,67.0,39158.34,556.0,Unknown,53161.16,48,6.9,1.358,NY,2021-09-24,0
CUST_001560,40.0,96220.86,785.0,Retired,1477.69,60,6.55,0.015,california,2024-02-01,0
CUST_001561,44.0,70676.44,740.0,unemployed,23366.79,36,7.77,0.331,NY,2023-04-07,0
CUST_001562,33.0,,673.0,retired,16567.94,60,11.47,,,2021-03-21,0
CUST_001563,18.0,56326.61,591.0,Employed,21125.46,84,5.03,0.375,NY,2022-02-06,0
CUST_001564,58.0,131894.33,615.0,Unemployed,4855.22,36,8.54,0.037,NC,2024-12-13,0
CUST_001565,56.0,,648.0,self-employed,1462.35,12,15.26,,MI,2023-05-04,0
CUST_001566,40.0,71952.42,539.0,part-time,1553.36,48,6.35,0.022,ZZ,2022-05-14,1
CUST_001567,46.0,3975.43,,,5666.49,84,8.45,1.425,IL,2021-07-22,0
CUST_001568,52.0,16765.72,775.0,Unknown,4806.79,12,11.19,0.287,99,2020-08-19,0
CUST_001569,21.0,246702.42,820.0,unemployed,2701.68,24,15.49,0.011,TX,2024-02-10,0
CUST_001570,37.0,66876.85,615.0,Unemployed,6149.07,12,13.47,0.092,NC,2023-04-11,0
CUST_001571,56.0,43243.15,787.0,unemployed,15270.26,12,8.05,0.353,ZZ,2024-04-12,0
CUST_001572,26.0,158340.5,793.0,Part-time,59721.11,24,9.76,0.377,TX,2021-01-11,0
CUST_001573,49.0,14934.23,586.0,Unemployed,51089.96,84,7.83,2.0,NY,2022-11-13,0
CUST_001574,24.0,100244.48,549.0,Employed ,6341.22,48,12.0,0.063,GA,2020-11-08,0
CUST_001575,51.0,18288.0,758.0,Student,1370.07,60,8.12,0.075,GA,2022-01-15,1
CUST_001576,44.0,39171.95,595.0, Employed ,108676.28,48,13.95,2.0,Unknown,2023-05-23,0
CUST_001577,20.0,9898.31,576.0,student,12940.86,96,2.32,1.307,N/A,2023-05-17,0
CUST_001578,62.0,,731.0,part-time,76609.82,96,10.46,,,2022-07-27,0
CUST_001579,33.0,104707.21,511.0,Part-time,-15428.32,60,10.89,0.0,ZZ,2020-04-16,0
CUST_001580,32.0,24137.61,605.0,PART-TIME,43494.54,84,0.44,1.802,ZZ,2020-03-04,0
CUST_001581,48.0,53877.1,463.0,Student,11855.93,24,3.27,0.22, TX,2024-10-21,0
CUST_001582,62.0,24602.44,565.0, Employed ,19458.44,36,12.71,0.791,NY,2021-09-03,0
CUST_001583,29.0,51252.96,,Self-Employed,15346.22,24,10.16,0.299,NC,2020-12-19,0
CUST_001584,,65896.17,574.0,student,4966.08,48,11.03,0.075,N/A,2020-04-07,0
CUST_001585,51.0,21110.62,606.0,,28861.38,84,13.87,1.367,NY,2022-07-12,0
CUST_001586,55.0,18172.89,444.0,Unemployed,1127.29,36,7.39,0.062,MI,2021-07-31,0
CUST_001587,47.0,26323.5,,Unemployed,9001.25,72,13.85,0.342,OH,2023-09-20,0
CUST_001588,39.0,25868.25,784.0,employed,40789.46,24,17.86,1.577,FL,2023-09-27,0
CUST_001589,,,679.0,unemployed,13970.58,48,12.55,,99,2021-11-01,0
CUST_001590,46.0,47474.43,598.0,Employed,1616.51,36,9.89,0.034, TX,2021-02-01,0
CUST_001591,28.0,49281.7,584.0,student,4652.02,84,8.32,0.094,,2024-12-15,0
CUST_001592,18.0,,726.0,self-employed,2322.58,96,9.17,,OH,2024-08-24,0
CUST_001593,51.0,71052.07,658.0,student,6504.45,48,9.06,0.092,FL,2021-07-17,0
CUST_001594,58.0,26375.26,537.0,part-time,3613.94,24,8.59,0.137,NY,2020-08-10,0
CUST_001595,18.0,,596.0,Employed,24892.48,12,4.97,,NY,2024-08-27,0
CUST_001596,29.0,29775.48,526.0,,21542.48,84,9.86,0.723,99,2021-10-10,0
CUST_001597,54.0,47138.34,580.0, Employed ,2902.34,84,9.24,0.062, TX,2021-07-24,0
CUST_001598,75.0,39884.18,718.0,,11775.41,12,12.87,0.295,PA,2022-08-07,0
CUST_001599,45.0,73298.34,708.0,Student,7015.04,24,10.33,0.096,CA ,2023-08-04,0
CUST_001600,34.0,36370.87,752.0, Employed ,8226.12,84,6.16,0.226, TX,2020-12-05,0
CUST_001601,,66382.81,664.0,N/A,17159.48,72,4.99,0.258,IL,2023-12-16,0
CUST_001602,65.0,113530.67,499.0,retired,45791.21,60,8.48,0.403,,2022-07-22,0
CUST_001603,35.0,34009.29,525.0,Student,45523.74,48,5.72,1.339,99,2024-04-30,1
CUST_001604,33.0,29415.3,697.0,Unemployed,10655.34,72,8.96,0.362,OH,2020-05-12,0
CUST_001605,37.0,56959.41,660.0,Unemployed,9990.96,24,6.33,0.175,NY,2022-02-14,0
CUST_001606,30.0,6984.45,534.0,Student,14595.22,12,12.59,2.0,new york,2024-07-16,0
CUST_001607,46.0,18046.68,615.0,N/A,12853.45,48,10.37,0.712,MI,2022-05-04,1
CUST_001608,69.0,17548.14,839.0,,1275.52,84,11.68,0.073,,2020-09-30,0
CUST_001609,49.0,56484.88,743.0,student,17290.55,72,7.97,0.306,CA ,2022-04-17,1
CUST_001610,41.0,40949.26,799.0,,17576.65,84,9.13,0.429,Unknown,2023-05-10,0
CUST_001611,40.0,100156.79,532.0,Unemployed,11969.01,60,11.44,0.12,CA ,2022-04-22,0
CUST_001612,200.0,95465.09,817.0,self-employed,10687.51,12,9.67,0.112,Unknown,2022-01-25,0
CUST_001613,58.0,7563.7,597.0,Employed ,55919.85,96,10.77,2.0,florida,2021-05-20,0
CUST_001614,43.0,9421.46,807.0,unemployed,18367.06,96,6.32,1.949,NY,2020-11-17,1
CUST_001615,42.0,37455.88,685.0,Employed,33886.79,36,11.24,0.905,florida,2023-06-18,0
CUST_001616,85.0,10534.9,712.0,Retired,61513.29,96,6.63,2.0,IL,2023-02-26,0
CUST_001617,49.0,,719.0,N/A,33225.33,60,15.18,,ZZ,2021-05-24,0
CUST_001618,33.0,20123.44,659.0,self-employed,57286.91,96,9.12,2.0,NY,2022-11-23,0
CUST_001619,,6849.79,708.0,,28483.54,96,12.03,2.0,GA,2021-02-21,0
CUST_001620,62.0,,548.0,N/A,3729.5,48,7.09,,florida,2021-11-14,0
CUST_001621,46.0,64159.0,637.0,N/A,5147.72,84,7.81,0.08,,2020-06-17,0
CUST_001622,23.0,24616.87,728.0,student,4310.83,72,7.66,0.175,PA,2021-11-10,0
CUST_001623,58.0,120352.84,660.0,EMPLOYED,7775.88,12,2.87,0.065, TX,2021-10-03,0
CUST_001624,34.0,23051.21,614.0,student,8769.88,48,0.1,0.38,99,2022-12-26,0
CUST_001625,73.0,56527.86,673.0,N/A,33339.43,84,7.58,0.59,,2022-03-09,0
CUST_001626,,,513.0,Employed ,8952.38,12,2.46,,OH,2020-10-13,0
CUST_001627,38.0,30550.61,754.0,employed,25981.7,12,9.42,0.85,N/A,2024-02-01,0
CUST_001628,64.0,26534.07,442.0,Student,46830.01,84,7.99,1.765,new york,2023-05-27,1
CUST_001629,46.0,56666.11,647.0,PART-TIME,2433.26,36,0.1,0.043,TX,2023-11-30,0
CUST_001630,57.0,64833.21,726.0,Unemployed,5.23,36,6.8,0.0,GA,2020-01-18,0
CUST_001631,52.0,188941.14,658.0,Part-time,43903.08,84,8.42,0.232,california,2024-11-03,1
CUST_001632,32.0,,,Employed,5442.9,96,13.02,,florida,2021-09-15,0
CUST_001633,35.0,56290.22,759.0,Unknown,3331.43,12,7.04,0.059,FL,2024-09-22,0
CUST_001634,60.0,15971.71,581.0,unemployed,6997.07,96,3.25,0.438,new york,2023-06-16,1
CUST_001635,39.0,,818.0,Part-time,4116.54,36,2.84,,OH,2024-01-17,1
CUST_001636,38.0,37056.05,629.0,Part-time,31563.82,84,6.83,0.852,,2023-05-16,1
CUST_001637,,4316.42,625.0,Unemployed,20130.22,36,5.35,2.0,99,2020-02-29,0
CUST_001638,51.0,,722.0,,3661.74,96,7.84,,california,2021-05-02,0
CUST_001639,75.0,6912.28,618.0,employed,17520.44,72,9.05,2.0,PA,2021-05-19,1
CUST_001640,28.0,20116.39,659.0,retired,4666.18,60,10.22,0.232,NC,2023-12-10,1
CUST_001641,45.0,46409.8,707.0,Employed ,4401.86,72,10.31,0.095,PA,2021-09-03,0
CUST_001642,66.0,28595.35,527.0,Employed,18099.45,36,6.58,0.633,TEXAS,2024-07-23,1
CUST_001643,43.0,59447.98,711.0,Unemployed,21853.82,60,10.51,0.368,OH,2021-05-18,0
CUST_001644,,5552.6,,Retired,8499.14,84,3.61,1.53,PA,2021-10-02,0
CUST_001645,29.0,78170.56,648.0,student,28828.33,24,8.94,0.369,Unknown,2023-03-30,0
CUST_001646,51.0,44199.37,,Retired,36306.44,60,9.18,0.821,NC,2022-04-30,1
CUST_001647,42.0,13200.44,518.0,Unknown,49620.89,84,8.9,2.0,OH,2024-12-07,0
CUST_001648,59.0,35598.23,819.0,Unknown,19673.19,60,5.18,0.553,FL,2024-02-10,0
CUST_001649,62.0,209571.61,666.0,student,4969.87,96,5.53,0.024,GA,2024-08-19,0
CUST_001650,83.0,117264.08,584.0,part-time,27603.45,72,10.57,0.235,NC,2022-06-25,0
CUST_001651,53.0,138975.46,664.0,Retired,2282.33,12,7.16,0.016,N/A,2024-01-26,0
CUST_001652,49.0,30628.33,,student,3998.67,24,10.39,0.131,NC,2022-05-08,0
CUST_001653,47.0,,550.0,Self-Employed,35769.87,96,6.55,,CA,2023-06-29,1
CUST_001654,39.0,103588.42,715.0, Employed ,48344.09,24,17.63,0.467,florida,2021-10-31,0
CUST_001655,50.0,15754.62,558.0,Student,1380.94,48,7.61,0.088,MI,2023-08-07,0
CUST_001656,40.0,101979.64,698.0,employed,7482.86,24,12.32,0.073,california,2024-04-11,0
CUST_001657,47.0,85078.41,584.0,Self-Employed,19840.64,48,16.1,0.233,PA,2022-01-25,0
CUST_001658,64.0,21199.33,633.0,Unemployed,55822.47,48,12.05,2.0, TX,2024-06-09,0
CUST_001659,29.0,39135.08,665.0,,16913.17,60,7.37,0.432,NY,2024-12-14,0
CUST_001660,62.0,107640.89,782.0,unemployed,34406.56,60,8.19,0.32,CA,2023-03-25,0
CUST_001661,64.0,34669.9,,part-time,51215.49,12,0.1,1.477,,2023-08-27,0
CUST_001662,43.0,73623.9,819.0,self-employed,14639.54,12,1.01,0.199,TEXAS,2024-02-06,1
CUST_001663,18.0,24905.64,458.0,Self-Employed,26976.09,36,8.44,1.083,OH,2024-05-07,0
CUST_001664,35.0,,,Unemployed,21718.64,48,6.64,,TEXAS,2021-11-08,0
CUST_001665,64.0,13915.19,656.0,self-employed,22255.98,84,4.92,1.599,IL,2024-04-07,0
CUST_001666,44.0,28998.25,,self-employed,14557.53,36,8.61,0.502,PA,2023-05-29,0
CUST_001667,30.0,51567.54,653.0,unemployed,19520.37,12,6.61,0.379,OH,2022-10-24,1
CUST_001668,,8903.64,702.0,self-employed,16165.53,72,5.39,1.815,new york,2020-10-28,0
CUST_001669,57.0,,696.0,Self-Employed,20308.03,24,11.71,,IL,2022-09-26,0
CUST_001670,53.0,85324.87,632.0,student,14071.94,84,4.37,0.165,FL,2021-06-24,0
CUST_001671,41.0,54777.87,720.0,self-employed,5033.36,36,10.73,0.092,california,2021-04-19,0
CUST_001672,39.0,69746.85,627.0,employed,23658.48,96,9.27,0.339,Unknown,2024-04-24,0
CUST_001673,39.0,21630.35,659.0,,9691.2,12,12.87,0.448,MI,2023-07-03,0
CUST_001674,31.0,11151.34,765.0,N/A,2733.39,60,6.98,0.245,,2024-09-03,0
CUST_001675,69.0,50406.48,768.0,unemployed,38119.74,48,4.19,0.756,NC,2020-12-03,0
CUST_001676,40.0,83727.36,754.0,,4001.9,36,6.47,0.048,NC,2023-09-17,0
CUST_001677,63.0,24464.09,547.0,,15561.42,12,8.37,0.636,Unknown,2020-07-27,0
CUST_001678,,17062.85,692.0,Employed ,25539.29,36,11.66,1.497,TEXAS,2022-12-20,0
CUST_001679,59.0,23538.7,696.0,Student,20865.58,36,11.08,0.886,OH,2020-03-12,0
CUST_001680,38.0,53365.37,826.0,N/A,3507.54,12,7.8,0.066, TX,2022-04-19,0
CUST_001681,51.0,58779.92,729.0,Unknown,4316.86,12,8.25,0.073,california,2024-11-15,0
CUST_001682,44.0,154509.27,587.0,part-time,3223.29,96,10.73,0.021,california,2021-12-12,0
CUST_001683,31.0,51900.03,611.0,PART-TIME,1506.27,48,11.88,0.029,TX,2021-02-17,0
CUST_001684,49.0,18649.1,395.0,Unknown,6661.22,36,9.55,0.357,MI,2020-08-31,0
CUST_001685,,28626.65,642.0,part-time,14852.56,84,9.42,0.519,TEXAS,2023-11-10,0
CUST_001686,62.0,15712.79,,Retired,3797.82,24,9.26,0.242,Unknown,2022-08-30,0
CUST_001687,38.0,88034.68,597.0,PART-TIME,70712.37,36,9.36,0.803,FL,2021-03-11,0
CUST_001688,48.0,,572.0,Retired,24001.64,60,9.37,,CA ,2021-04-28,0
CUST_001689,49.0,23099.89,803.0,Unemployed,17514.24,12,5.31,0.758,OH,2022-11-27,0
CUST_001690,41.0,53377.4,381.0,,22877.55,60,3.32,0.429,GA,2024-06-25,0
CUST_001691,53.0,130123.12,523.0,,11452.25,72,5.69,0.088,OH,2022-04-17,0
CUST_001692,37.0,,850.0,retired,12694.1,72,7.01,,FL,2020-07-14,0
CUST_001693,58.0,12427.93,748.0,N/A,43904.22,96,10.6,2.0,GA,2024-12-22,0
CUST_001694,24.0,60480.71,680.0,part-time,25598.33,60,7.63,0.423,new york,2022-07-18,0
CUST_001695,46.0,35653.17,649.0,Part-time,17743.71,36,9.15,0.498,CA,2023-02-19,0
CUST_001696,74.0,29749.35,591.0,Part-time,59999.85,36,8.73,2.0,IL,2021-06-26,0
CUST_001697,29.0,28960.78,522.0,Self-Employed,21732.17,36,10.09,0.75,NC,2021-01-15,0
CUST_001698,34.0,13524.58,686.0,Employed ,10172.9,2,7.13,0.752,TEXAS,2024-03-26,0
CUST_001699,52.0,137783.54,729.0,Employed,972.42,36,6.18,0.007,OH,2022-02-09,0
CUST_001700,47.0,6872.27,580.0,,9908.11,48,3.23,1.442,new york,2023-07-06,0
CUST_001701,50.0,32270.6,468.0,PART-TIME,51753.62,60,9.56,1.604,TX,2022-03-30,0
CUST_001702,52.0,120318.7,716.0,part-time,913.55,24,0.1,0.008,CA,2020-01-01,0
CUST_001703,54.0,,727.0,unemployed,4080.61,48,9.02,,new york,2022-01-20,0
CUST_001704,61.0,21242.64,733.0,Unemployed,33083.22,96,11.34,1.557,N/A,2021-03-05,0
CUST_001705,999.0,21943.04,634.0,Employed,9081.18,84,8.02,0.414,ZZ,2023-07-02,0
CUST_001706,41.0,73383.02,434.0,N/A,4113.41,60,9.67,0.056,ZZ,2021-01-18,1
CUST_001707,55.0,28435.29,527.0,Employed,33820.03,12,7.12,1.189,GA,2021-10-07,0
CUST_001708,,,, Employed ,16348.81,84,8.48,,florida,2020-12-07,0
CUST_001709,43.0,59740.31,514.0,Part-time,15901.98,96,7.98,0.266,florida,2020-07-21,1
